,No,개설학과,학년,과목번호,분반,과목명,"제한
인원","수강
인원","개설
이수구분",학점/시수,수업방식,강의시간,담당교수,교원구분,수강안내,수강제한참고사항,"영어
강의",교양영역,"교육과정
이수구분","교육과정
적용년도",수업유형,성적평가방식,영문과목명,절대상대평가,교직영역,"전자
출결","국어관련
교과목","영어관련
교과목","인문학관련
교과목","소프트웨어관련
교과목",전문가,Unnamed: 31,혁신가,Unnamed: 33,세계시민,Unnamed: 35,인증제,Unnamed: 37,Unnamed: 38
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전공지식탐구역량,융복합지식활용역량,창의적문제해결역량,미래 ICT역량,윤리지향성역량,지속가능성역량,이수구분,설계학점,이론/실습/설계
652,652.0,인문대학 고고학과,4.0,1111-4001,0.0,청동기문화,15.0,13.0,전공(심화),3/3/0,,수15:00~18:00(인0129),황재훈,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Bronze Age Cultures of Korea,상대평가,,,,,,,15,5,5,0,0,2,,,
653,653.0,인문대학 고고학과,4.0,1111-4004,0.0,한국의성곽,15.0,11.0,전공(심화),3/3/0,,"월14:00~15:00(인0129), 수13:00~15:00(인0129)",이성준,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Ancient Fortresses of Korea,상대평가,,,,,,,15,6,0,0,0,0,,,
654,654.0,인문대학 고고학과,4.0,1111-4007,0.0,고고학연습,15.0,5.0,전공(심화),3/3/0,,화10:00~13:00(인0101),김현우,강사,,,,,전공(심화),2022.0,이론,GRADE,Seminar in Archaeology,상대평가,,,,,,,15,10,15,0,5,5,,,
655,655.0,인문대학 고고학과,4.0,1111-4008,0.0,한국고대의기술,15.0,14.0,전공(심화),3/3/0,,목10:00~13:00(인0101),나건주,강사,,,,,전공(심화),2022.0,이론,GRADE,Technology of Ancient Korea,상대평가,,,,,,,8,4,2,0,0,1,,,
656,656.0,인문대학 고고학과,4.0,1111-4009,0.0,박물관학특강,15.0,14.0,전공(심화),3/3/0,,목14:00~17:00(인0129),이정은,강사,,,,,전공(심화),2022.0,이론,GRADE,Topics in Museology,상대평가,,,,,,,15,15,15,15,15,15,,,
657,657.0,인문대학 철학과,1.0,1100-1001,5.0,미래설계상담1,50.0,28.0,전공(기초),0/0/0,,,이윤철,전임교수,,타 학과 학생 수강 제한,,,전공(기초),2025.0,상담,PASS/FAIL,Counseling for Future Planning 1,절대평가,,,,,,,0,0,0,0,0,0,,,
658,658.0,인문대학 철학과,1.0,1112-1002,0.0,서양철학사,44.0,43.0,전공(핵심),3/3/0,,"화09:00~11:00(인0123), 수09:00~10:00(인0123)",양해림,전임교수,,,,,전공(핵심),2025.0,이론,GRADE,History of Western Philosophy,상대평가,기본이수,,,,,,0,0,0,0,0,0,,,
659,659.0,인문대학 철학과,1.0,1112-1004,0.0,논리와 비판적 사고,44.0,35.0,전공(핵심),3/3/0,,"수16:00~18:00(인0123), 목13:00~14:00(인0123)",한대석,전임교수,,,,,전공(핵심),2025.0,이론,GRADE,Logic and Critical Thinking,상대평가,기본이수,,,,,,0,0,0,0,0,0,,,
660,660.0,인문대학 철학과,1.0,1112-1008,0.0,유가철학과 사서의 이해,44.0,43.0,전공(핵심),3/3/0,,"수14:00~15:00(인0123), 목16:00~18:00(인0123)",최정묵,전임교수,,,,,전공(핵심),2025.0,이론,GRADE,Confucian Philosophy and Understandings in Four-Books,상대평가,,,,,,,0,0,0,0,0,0,,,
661,661.0,인문대학 철학과,1.0,1112-1010,0.0,동양철학사,45.0,45.0,전공(핵심),3/3/0,,"월14:00~16:00(인0123), 수13:00~14:00(인0123)",김세정,전임교수,,,,,전공(핵심),2025.0,이론,GRADE,History of Eastern Philosophy,상대평가,기본이수,,,,,,0,0,0,0,0,0,,,
662,662.0,인문대학 철학과,1.0,1112-7001,0.0,논리와비판적사고,55.0,39.0,교양(소양),3/3/0,,"화15:00~16:00(교207), 목15:00~17:00(교207)",한대석,전임교수,,,,소양교양(인성),,2025.0,이론,GRADE,Logic and Critical Thinking,상대평가,,,,,Y,,,,,,,,,,0/0/0
663,663.0,인문대학 철학과,1.0,1112-7001,1.0,논리와비판적사고,60.0,57.0,교양(소양),3/3/0,혼합,"화15:00~16:00(교105), 수09:00~11:00(교214)",임윤정,강사,,,,소양교양(인성),,2025.0,이론,GRADE,Logic and Critical Thinking,상대평가,,,,,Y,,,,,,,,,,0/0/0
664,664.0,인문대학 철학과,1.0,1112-7001,2.0,논리와비판적사고,60.0,59.0,교양(소양),3/3/0,혼합,"월10:00~12:00(교104A), 수16:00~17:00(교207)",이한균,강사,,,,소양교양(인성),,2025.0,이론,GRADE,Logic and Critical Thinking,상대평가,,,,,Y,,,,,,,,,,0/0/0
665,665.0,인문대학 철학과,1.0,1112-7001,3.0,논리와비판적사고,65.0,63.0,교양(소양),3/3/0,,"월14:00~16:00(교105), 수13:00~14:00(교105)",김수진,강사,,,,소양교양(인성),,2025.0,이론,GRADE,Logic and Critical Thinking,상대평가,,,,,Y,,,,,,,,,,0/0/0
666,666.0,인문대학 철학과,1.0,1112-7007,0.0,공학윤리,43.0,42.0,교양(소양),3/3/0,,"화09:00~10:30(공2228), 금10:30~12:00(공2127)",황수영,초빙교원,공학인증 대상 분반,,,소양교양(인성),,2025.0,이론,GRADE,Ethics of Engineering,상대평가,,,,,Y,,,,,,,,전교,,3/0/0
667,667.0,인문대학 철학과,1.0,1112-7007,1.0,공학윤리,46.0,46.0,교양(소양),3/3/0,,"월10:30~12:00(공1312), 수09:00~10:30(공1312)",황수영,초빙교원,공학인증 대상 분반,,,소양교양(인성),,2025.0,이론,GRADE,Ethics of Engineering,상대평가,,,,,Y,,,,,,,,전교,,3/0/0
668,668.0,인문대학 철학과,1.0,1112-7007,2.0,공학윤리,41.0,41.0,교양(소양),3/3/0,,"월13:30~15:00(공1316), 수10:30~12:00(공1316)",황수영,초빙교원,공학인증 대상 분반,,,소양교양(인성),,2025.0,이론,GRADE,Ethics of Engineering,상대평가,,,,,Y,,,,,,,,전교,,3/0/0
669,669.0,인문대학 철학과,1.0,1112-7007,3.0,공학윤리,42.0,40.0,교양(소양),3/3/0,,"화12:00~13:30(공1312), 금13:30~15:00(공1312)",황수영,초빙교원,공학인증 대상 분반,,,소양교양(인성),,2025.0,이론,GRADE,Ethics of Engineering,상대평가,,,,,Y,,,,,,,,전교,,3/0/0
670,670.0,인문대학 철학과,1.0,1112-7007,4.0,공학윤리,35.0,35.0,교양(소양),3/3/0,,"화13:30~15:00(교305), 목12:00~13:30(교305)",김경배,강사,공학인증 대상 분반,,,소양교양(인성),,2025.0,이론,GRADE,Ethics of Engineering,상대평가,,,,,Y,,,,,,,,전교,,3/0/0
671,671.0,인문대학 철학과,1.0,1112-7007,5.0,공학윤리,33.0,26.0,교양(소양),3/3/0,,"수10:30~12:00(교305), 금09:00~10:30(교305)",서원혁,강사,공학인증 대상 분반,,,소양교양(인성),,2025.0,이론,GRADE,Ethics of Engineering,상대평가,,,,,Y,,,,,,,,전교,,3/0/0
672,672.0,인문대학 철학과,1.0,1112-7008,0.0,영화 속 철학이야기,61.0,63.0,교양(소양),3/3/0,원격수업,"화15:00~17:00(교301), 수13:00~14:00(교207)",황인선,강사,[군E러닝 교과목],,,소양교양(인성),,2025.0,이론,GRADE,Philosophy in Film,상대평가,,,,,Y,,,,,,,,,,3/0/0
673,673.0,인문대학 철학과,1.0,1112-7008,1.0,영화 속 철학이야기,55.0,51.0,교양(소양),3/3/0,,"수12:00~13:00(교207), 금11:00~13:00(교207)",이언의,강사,,,,소양교양(인성),,2025.0,이론,GRADE,Philosophy in Film,상대평가,,,,,Y,,,,,,,,,,3/0/0
674,674.0,인문대학 철학과,1.0,1112-7010,0.0,사이버 공간과 윤리,66.0,66.0,교양(균형),3/3/0,,"화15:00~16:00(교307), 목11:00~13:00(교202A)",양해림,전임교수,,,,균형교양(인문학),,2025.0,이론,GRADE,Virtual Environment and Ethics,상대평가,,,,,Y,,,,,,,,,,0/0/0
675,675.0,인문대학 철학과,1.0,1112-7010,1.0,사이버 공간과 윤리,81.0,81.0,교양(균형),3/3/0,,"화16:00~18:00(교407), 금11:00~12:00(교404A)",서원혁,강사,,,,균형교양(인문학),,2025.0,이론,GRADE,Virtual Environment and Ethics,상대평가,,,,,Y,,,,,,,,,,0/0/0
676,676.0,인문대학 철학과,1.0,1112-7010,2.0,사이버 공간과 윤리,55.0,54.0,교양(균형),3/3/0,,"월14:00~16:00(교207), 화15:00~16:00(교209A)",황인지,강사,,,,균형교양(인문학),,2025.0,이론,GRADE,Virtual Environment and Ethics,상대평가,,,,,Y,,,,,,,,,,0/0/0
677,677.0,인문대학 철학과,1.0,1112-7010,3.0,사이버 공간과 윤리,30.0,28.0,교양(균형),3/3/0,,월10:00~13:00(교303A),박원경,강사,외국인 유학생 전용 분반,,Y,균형교양(인문학),,2025.0,이론,GRADE,Virtual Environment and Ethics,상대평가,,,,,Y,,,,,,,,,,0/0/0
678,678.0,인문대학 철학과,1.0,1112-7016,0.0,성과 사랑의 철학,60.0,52.0,교양(소양),3/3/0,혼합,"월12:00~13:00(교202A), 금14:00~16:00(교106A)",이영자,강사,,,,소양교양(인성),,2025.0,이론,GRADE,Philosophy of Sex and Love,상대평가,,,,,Y,,,,,,,,,,3/0/0
679,679.0,인문대학 철학과,1.0,1112-7017,0.0,오리엔탈 리더십,61.0,90.0,교양(소양),3/3/0,원격수업,"월16:00~18:00(교105), 수15:00~16:00(교105)",김승영,강사,[군E러닝 교과목],,,소양교양(인성),,2025.0,이론,GRADE,Oriental Leadership,상대평가,,,,,Y,,,,,,,,,,3/0/0
680,680.0,인문대학 철학과,1.0,1112-7018,0.0,테마로 본 철학산책,55.0,50.0,교양(균형),3/3/0,,"화16:00~18:00(교105), 수11:00~12:00(교214)",김방룡,전임교수,,,,균형교양(인문학),,2025.0,이론,GRADE,Philosophical Walk in Theme,상대평가,,,,,Y,,,,,,,,,,3/0/0
681,681.0,인문대학 철학과,1.0,1112-7018,1.0,테마로 본 철학산책,70.0,67.0,교양(균형),3/3/0,,"수14:00~15:00(교105), 금15:00~17:00(교102A)",이언의,강사,,,,균형교양(인문학),,2025.0,이론,GRADE,Philosophical Walk in Theme,상대평가,,,,,Y,,,,,,,,,,3/0/0
682,682.0,인문대학 철학과,1.0,1112-7018,2.0,테마로 본 철학산책,30.0,29.0,교양(균형),3/3/0,,수10:00~13:00(교303A),박원경,강사,외국인 유학생 전용 분반,,Y,균형교양(인문학),,2025.0,이론,GRADE,Philosophical Walk in Theme,상대평가,,,,,Y,,,,,,,,,,3/0/0
683,683.0,인문대학 철학과,1.0,1112-7019,0.0,인권과 현대사회,35.0,29.0,교양(소양),3/3/0,,"월16:00~18:00(교207), 화16:00~17:00(교307)",황인지,강사,,,,소양교양(인성),,2025.0,이론,GRADE,Human Right and Modern Society,상대평가,,,,,Y,,,,,,,,,,3/0/0
684,684.0,인문대학 철학과,1.0,1112-7021,0.0,현대사회와생명윤리,61.0,65.0,교양(소양),3/3/0,원격수업,"화10:00~12:00(교407), 수15:00~16:00(교207)",황인선,강사,[군E러닝 교과목],,,소양교양(ESG),,2025.0,이론,GRADE,Modern Society and Bioethics,상대평가,,,,,Y,,,,,,,,,,0/0/0
685,685.0,인문대학 철학과,1.0,1112-7021,1.0,현대사회와생명윤리,55.0,36.0,교양(소양),3/3/0,,"수14:00~15:00(교207), 금13:00~15:00(교207)",문선,강사,,,,소양교양(ESG),,2025.0,이론,GRADE,Modern Society and Bioethics,상대평가,,,,,Y,,,,,,,,,,0/0/0
686,686.0,인문대학 철학과,1.0,1112-7023,0.0,"양명학, 돌봄과 공생의 길",45.0,36.0,교양(소양),3/3/0,원격수업,"화11:00~12:00(교106A), 목15:00~17:00(교105)",김세정,전임교수,,,,소양교양(인성),,2025.0,이론,GRADE,Yangming studies - The Way of Care and Co-exsitence,상대평가,,,,,Y,,,,,,,,,,0/0/0
687,687.0,인문대학 철학과,1.0,1112-7024,0.0,인문고전의철학적이해,30.0,13.0,교양(소양),3/3/0,,"월12:00~14:00(교106A), 수10:00~11:00(교106A)",이진경,강사,,,,소양교양(인성),,2025.0,이론,GRADE,Philosophical Understanding of Humanistic Classics,상대평가,,,,,Y,,,,,,,,,,0/0/0
688,688.0,인문대학 철학과,1.0,1112-7026,0.0,기초 고전 그리스어,30.0,13.0,교양(소양),3/3/0,,"월13:00~14:00(교101), 수16:00~18:00(교102A)",김수진,강사,,,,소양교양(지역과세계),,2025.0,이론,GRADE,Basic Classical Greek,상대평가,,,,,Y,,,,,,,,,,0/0/0
689,689.0,인문대학 철학과,1.0,1112-7027,0.0,행복한 삶과 철학,50.0,42.0,교양(소양),3/3/0,,"월17:00~18:00(교202A), 화16:00~18:00(교207)",임윤정,강사,,,,소양교양(인성),,2025.0,이론,GRADE,Happy Life and Philosophy,상대평가,,,,,Y,,,,,,,,,,0/0/0
690,690.0,인문대학 철학과,2.0,1100-2001,5.0,미래설계상담3,50.0,22.0,전공(기초),0/0/0,,,,,,타 학과 학생 수강 제한,,,전공(기초),2024.0,상담,PASS/FAIL,Counseling for Future Planning 3,절대평가,,,,,,,0,0,0,0,0,0,,,
691,691.0,인문대학 철학과,2.0,1112-2003,0.0,형이상학,30.0,18.0,전공(핵심),3/3/0,,화14:00~17:00(인0130),이윤철,전임교수,,,,,전공(핵심),2024.0,이론,GRADE,Metaphysics,상대평가,기본이수,,,,,,15,10,15,10,15,15,,,
692,692.0,인문대학 철학과,2.0,1112-2005,0.0,유럽근세철학,30.0,20.0,전공(핵심),3/3/0,,"월13:00~14:00(인0123), 수10:00~12:00(인0123)",이한균,강사,,,,,전공(핵심),2024.0,이론,GRADE,Modern European Philosophy,상대평가,,,,,,,15,10,10,3,15,5,,,
693,693.0,인문대학 철학과,2.0,1112-2006,0.0,노자의 가르침과 삶의 지혜,30.0,12.0,전공(핵심),3/3/0,,목10:00~13:00(인0123),이진경,강사,,,,,전공(핵심),2024.0,이론,GRADE,Theory of Lao Tzu and Wisdom of Life,상대평가,,,,,,,15,10,10,15,15,15,,,
694,694.0,인문대학 철학과,2.0,1112-2009,0.0,주자의 도덕철학,30.0,19.0,전공(핵심),3/3/0,,"월16:00~18:00(인0123), 목14:00~15:00(인0123)",최정묵,전임교수,,,,,전공(핵심),2024.0,이론,GRADE,Zhu-Xi's Moral Philosophy,상대평가,,,,,,,0,0,0,0,0,0,,0,
695,695.0,인문대학 철학과,2.0,1112-2011,0.0,갈등사회의 사회철학,35.0,33.0,전공(핵심),3/3/0,,"월12:00~13:00(인0123), 화11:00~13:00(인0123)",양해림,전임교수,,,,,전공(핵심),2024.0,이론,GRADE,Social philosophy of a society conflict,절대평가,,,,,,,,,,,,,,,0/0/0
696,696.0,인문대학 철학과,3.0,1100-3001,5.0,미래설계상담5,50.0,20.0,전공(기초),0/0/0,,,,,,타 학과 학생 수강 제한,,,전공(기초),2023.0,상담,PASS/FAIL,Counseling for Future Planning 5,절대평가,,,,,,,0,0,0,0,0,0,,,
697,697.0,인문대학 철학과,3.0,1112-3001,0.0,분석철학,30.0,11.0,전공(심화),3/3/0,,"월12:00~14:00(인0130), 수12:00~13:00(인0130)",한대석,전임교수,,,,,전공(심화),2023.0,이론,GRADE,Analytic Philosophy,상대평가,,,,,,,15,15,15,0,15,15,,,
698,698.0,인문대학 철학과,3.0,1112-3003,0.0,장자가 본 인간과 자연,30.0,5.0,전공(심화),3/3/0,,"화16:00~18:00(인0123), 수15:00~16:00(인0123)",이진경,강사,,,,,전공(심화),2023.0,이론,GRADE,Chuang-Tzu's View of Humanity and Nature,상대평가,,,,,,,15,10,10,15,15,15,,,
699,699.0,인문대학 철학과,3.0,1112-3007,0.0,인권과 사회,30.0,15.0,전공(심화),3/3/0,,"월10:00~12:00(인0130), 수10:00~11:00(인0130)",양해림,전임교수,,,,,전공(심화),2023.0,이론,GRADE,Human Rights and Society,상대평가,,,,,,,15,15,10,15,10,15,,,
700,700.0,인문대학 철학과,3.0,1112-3011,1.0,선사상과 마음공부,30.0,21.0,전공(심화),3/3/0,,"화10:00~12:00(인0130), 수13:00~14:00(인0130)",김방룡,전임교수,,,,,전공(심화),2023.0,이론,GRADE,Zen Thought  and Meditation,상대평가,,,,,,,15,10,10,5,10,15,,,0/0/0
701,701.0,인문대학 철학과,3.0,1112-3014,0.0,철학 논술,30.0,8.0,전공(심화),2/2/0,,목17:00~19:00(인0130),김창경,강사,,,,,전공(심화),2023.0,이론,GRADE,Logical Writing in Philosophy Education,상대평가,교과교육,,,,,,10,10,10,5,10,10,,0,
702,702.0,인문대학 철학과,4.0,1112-4008,1.0,서양고전강독: 공동체의 지혜,30.0,14.0,전공(심화),3/3/0,,수15:00~18:00(인0130),이윤철,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Reading in Western Classics: Wisdom of Community,상대평가,,,,,,,15,15,15,15,15,15,,,
703,703.0,인문대학 철학과,4.0,1112-4012,1.0,생태철학과 생명윤리,25.0,20.0,전공(심화),3/3/0,,"화14:00~16:00(인0123), 수11:00~12:00(인0130)",김세정,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Eco-Philosophy and Bio-Ethics,상대평가,,,,,,,15,15,10,8,15,15,,,
704,704.0,인문대학 철학과,4.0,1112-4016,0.0,한국불교사상,30.0,23.0,전공(심화),3/3/0,,"월16:00~18:00(인0130), 화13:00~14:00(인0130)",김방룡,전임교수,,,,,전공(심화),2022.0,이론,GRADE,Korean Buddhism Thought,상대평가,,,,,,,15,5,5,5,10,10,,0,
705,705.0,인문대학 철학과,4.0,1112-4018,0.0,철학 교수법 및 평가,30.0,6.0,전공(심화),2/2/0,,금13:00~15:00(인0130),김창경,강사,,,,,전공(심화),2022.0,이론,GRADE,Teaching Methodology and Evaluation in Philosophy,상대평가,교과교육,,,,,,10,10,10,5,10,10,,0,
706,706.0,사회과학대학 도시·자치융합학과,1.0,1130-1001,4.0,미래설계상담1,30.0,23.0,전공(기초),0/0/0,,,김상민,전임교수,,,,,전공(기초),2025.0,상담,PASS/FAIL,Counseling for Future Planning 1,절대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
707,707.0,사회과학대학 도시·자치융합학과,1.0,1138-1001,0.0,자치행정학원론,45.0,39.0,전공(핵심),3/3/0,,"화10:30~12:00(사강305), 목13:30~15:00(사강305)",유지연,강사,,,,,전공(핵심),2025.0,이론,GRADE,Introduction to Local Autonomy Administration,상대평가,,,,,,,0,0,0,0,0,0,,,
708,708.0,사회과학대학 도시·자치융합학과,1.0,1138-1002,0.0,행정의 이해,45.0,43.0,전공(핵심),3/3/0,,"월15:00~16:30(사강305), 수10:30~12:00(사강305)",김종성,전임교수,,,,,전공(핵심),2025.0,이론,GRADE,Introduction to Public Administration,상대평가,,,,,,,0,0,0,0,0,0,,,
709,709.0,사회과학대학 도시·자치융합학과,1.0,1138-7001,0.0,대학생활과 진로설계,30.0,21.0,교양(소양필수),1/1/0,,화14:00~15:00(사강305),김상민,전임교수,신입생 기초영역으로 초과 이수 가능,,,소양교양(신입생기초),교양(소양필수),2025.0,이론,GRADE,Career design,절대평가,,,,,,,0,0,0,0,0,0,,,
710,710.0,사회과학대학 도시·자치융합학과,2.0,1130-2001,5.0,미래설계상담3,25.0,23.0,전공(기초),0/0/0,,,김상민,전임교수,,,,,전공(기초),2024.0,상담,PASS/FAIL,Counseling for Future Planning 3,절대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
711,711.0,사회과학대학 도시·자치융합학과,2.0,1137-2003,0.0,헌법,45.0,45.0,전공(핵심),3/3/0,,금09:00~12:00(사강305),양정윤,강사,,,,,전공(핵심),2024.0,이론,GRADE,Constitution Law,상대평가,,,,,,,15,10,10,0,10,10,,,
712,712.0,사회과학대학 도시·자치융합학과,2.0,1137-3010,0.0,지역사회 및 지역개발론,35.0,25.0,전공(핵심),3/3/0,,"월16:30~18:00(사강304), 수10:30~12:00(사강304)",김상민,전임교수,,,,,전공(핵심),2024.0,이론,GRADE,Community and Region Development,상대평가,,,,,,,15,15,13,15,10,10,,,
713,713.0,사회과학대학 도시·자치융합학과,2.0,1138-2001,0.0,정부예산론,40.0,30.0,전공(핵심),3/3/0,,"화16:30~18:00(사강304), 목10:30~12:00(사강304)",신희권,전임교수,,,,,전공(핵심),2024.0,이론,GRADE,Government Budgeting,상대평가,,,,,,,15,15,10,15,10,10,,,
714,714.0,사회과학대학 도시·자치융합학과,2.0,1138-2002,0.0,자치행정조직론,45.0,42.0,전공(핵심),3/3/0,,"월10:30~12:00(사강304), 수15:00~16:30(사강304)",김종성,전임교수,,,,,전공(핵심),2024.0,이론,GRADE,Local Organization,상대평가,,,,,,,15,10,5,0,15,10,,,
715,715.0,사회과학대학 도시·자치융합학과,2.0,1138-2003,0.0,도시자치의 역사,35.0,21.0,전공(심화),3/3/0,,"수16:30~18:00(사강304), 목09:00~10:30(사강304)",박재희,전임교수,,,,,전공(심화),2024.0,이론,GRADE,History of Local Autonomy,상대평가,,,,,,,10,15,15,0,10,15,,,
716,716.0,사회과학대학 도시·자치융합학과,3.0,1130-3001,5.0,미래설계상담5,25.0,16.0,전공(기초),0/0/0,,,김상민,전임교수,,,,,전공(기초),2023.0,상담,PASS/FAIL,Counseling for Future Planning 5,절대평가,,,,,,,0,0,0,0,0,0,,,0/0/0
717,717.0,사회과학대학 도시·자치융합학과,3.0,1137-2002,0.0,민법총칙,35.0,28.0,전공(핵심),3/3/0,,금13:00~16:00(사강305),양정윤,강사,,,,,전공(핵심),2023.0,이론,GRADE,General Principles of Civil Law,상대평가,,,,,,,15,10,10,0,10,10,,,
718,718.0,사회과학대학 도시·자치융합학과,3.0,1137-4014,0.0,공공재정론,35.0,21.0,전공(핵심),3/3/0,,"화10:30~12:00(사강304), 목15:00~16:30(사강304)",신희권,전임교수,,,,,전공(핵심),2023.0,이론,GRADE,Public Finance,상대평가,,,,,,,15,15,15,10,10,5,,,
719,719.0,사회과학대학 도시·자치융합학과,3.0,1138-3001,0.0,행정언어논리1,30.0,25.0,전공(심화),3/3/0,,월13:00~16:00(사강304),신정헌,강사,,,,,전공(심화),2023.0,이론,GRADE,linguistic logic of Public Administration 1,상대평가,,,,,,,0,15,15,0,15,15,,,
720,720.0,사회과학대학 도시·자치융합학과,3.0,1138-3003,0.0,지역도시계획론,35.0,18.0,전공(심화),3/3/0,,"화15:00~16:30(사강304), 수13:30~15:00(사강304)",김상민,전임교수,,,,,전공(심화),2023.0,이론,GRADE,Urban and Rural Planning,상대평가,,,,,,,0,15,15,15,10,5,,,
721,721.0,사회과학대학 도시·자치융합학과,4.0,1137-3011,0.0,교육자치론,35.0,22.0,전공(심화),3/3/0,,"화13:30~15:00(사강304), 목13:30~15:00(사강304)",박종덕,강사,,,,,전공(심화),2022.0,이론,GRADE,Education Autonomy,상대평가,,,,,,,15,15,15,15,15,10,,,
